,Date,Title,Link,Ticker,neg,neu,pos,compound
30,2020-09-24 08:30:00,Genasys Inc. Announces Multiple Competitively Awarded Emergency Management Software Services Contracts,https://finance.yahoo.com/news/genasys-inc-announces-multiple-competitively-123000677.html,GNSS,0.182,0.629,0.189,0.0258
31,2020-09-22 08:30:00,Genasys Inc. Awarded Multi-Year Contract from Optus to Power Delivery of Emergency Alerts in Australia,https://finance.yahoo.com/news/genasys-inc-awarded-multi-contract-123000807.html,GNSS,0.142,0.71,0.148,0.0258
32,2020-09-14 11:09:00,Does Genasys' (NASDAQ:GNSS) CEO Salary Compare Well With The Performance Of The Company?,https://finance.yahoo.com/news/does-genasys-nasdaq-gnss-ceo-150909101.html,GNSS,0.0,0.851,0.149,0.2732
33,2020-09-08 16:10:00,Genasys Inc. to Present at the 9th Annual Gateway Conference,https://finance.yahoo.com/news/genasys-inc-present-9th-annual-201000689.html,GNSS,0.0,1.0,0.0,0.0
34,2020-09-02 17:36:00,LD Micro 360 Companies Set to Present this Week.,https://finance.yahoo.com/news/ld-micro-360-companies-set-213600611.html,GNSS,0.0,1.0,0.0,0.0
35,2020-08-24 08:30:00,Genasys Inc. to Present at LD Micro 500 Conference,https://finance.yahoo.com/news/genasys-inc-present-ld-micro-123000843.html,GNSS,0.0,1.0,0.0,0.0
36,2020-08-18 15:46:00,Does Genasys (NASDAQ:GNSS) Deserve A Spot On Your Watchlist?,https://finance.yahoo.com/news/does-genasys-nasdaq-gnss-deserve-194647641.html,GNSS,0.0,1.0,0.0,0.0
37,2020-08-18 10:54:00,What to Do with Genasys (GNSS) Stock Right Now?,https://finance.yahoo.com/news/genasys-gnss-stock-now-145417957.html,GNSS,0.0,1.0,0.0,0.0
38,2020-08-11 08:30:00,Genasys Inc. to Participate in Canaccord 40th Annual Growth Conference,https://finance.yahoo.com/news/genasys-inc-participate-canaccord-40th-123000336.html,GNSS,0.0,0.776,0.224,0.3818
39,2020-08-10 16:07:00,Genasys Inc. Reports Fiscal Third Quarter 2020 Financial Results,https://finance.yahoo.com/news/genasys-inc-reports-fiscal-third-200700794.html,GNSS,0.0,1.0,0.0,0.0
40,2020-08-10 16:02:00,"Genasys Inc. Acquires Enterprise Software Provider, Amika Mobile",https://finance.yahoo.com/news/genasys-inc-acquires-enterprise-software-200200486.html,GNSS,0.0,1.0,0.0,0.0
41,2020-08-05 15:34:00,LD Micro-Announces Preliminary List of Presenters for the LD 500.,https://finance.yahoo.com/news/ld-micro-announces-preliminary-list-193400290.html,GNSS,0.0,1.0,0.0,0.0
42,2020-07-22 12:29:00,Can Mixed Fundamentals Have A Negative Impact on Genasys Inc. (NASDAQ:GNSS) Current Share Price Momentum?,https://finance.yahoo.com/news/mixed-fundamentals-negative-impact-genasys-162901536.html,GNSS,0.207,0.67,0.123,-0.3612
43,2020-07-21 08:30:00,"Genasys Inc. Schedules Fiscal Third Quarter 2020 Financial Results Conference Call for Monday, August 10, 2020, 4:30 p.m. ET",https://finance.yahoo.com/news/genasys-inc-schedules-fiscal-third-123010989.html,GNSS,0.0,1.0,0.0,0.0
44,2020-07-09 08:30:00,"Genasys Inc. Announces Installation of Companys&#160;Critical Communications Systems in City of Newport Beach, CA",https://finance.yahoo.com/news/genasys-inc-announces-installation-company-123010777.html,GNSS,0.0,1.0,0.0,0.0
45,2020-07-07 08:30:00,Genasys Inc. Partners with Esri to Enhance Unified Critical Communications Platform,https://finance.yahoo.com/news/genasys-inc-partners-esri-enhance-123010486.html,GNSS,0.165,0.647,0.187,0.0772
46,2020-06-29 08:30:00,Genasys Inc. Joins Russell 3000® Index,https://finance.yahoo.com/news/genasys-inc-joins-russell-3000-123010525.html,GNSS,0.0,1.0,0.0,0.0
47,2020-06-12 11:36:00,Hedge Funds Cautiously Watching Genasys Inc. (GNSS),https://finance.yahoo.com/news/hedge-funds-cautiously-watching-genasys-153610586.html,GNSS,0.0,1.0,0.0,0.0
48,2020-06-11 08:30:00,Genasys Inc. Announces $2.4 Million in International Border and Homeland Security Orders,https://finance.yahoo.com/news/genasys-inc-announces-2-4-123010258.html,GNSS,0.0,0.821,0.179,0.34
49,2020-06-09 08:30:00,Genasys Inc. Receives $1.9 Million Follow-on Order from U.S. Army,https://finance.yahoo.com/news/genasys-inc-receives-1-9-123010567.html,GNSS,0.0,1.0,0.0,0.0
50,2020-06-04 08:30:00,Genasys Inc. LRAD® Systems Deployed by First Responders and Law Enforcement for Critical Crowd Communications,https://finance.yahoo.com/news/genasys-inc-lrad-systems-deployed-123010429.html,GNSS,0.141,0.859,0.0,-0.3182
51,2020-06-04 03:00:00,Genasys Inc. National Emergency Warning System (NEWS) Provides EU Member Nations Complete Emergency Warning Directive Solution,https://finance.yahoo.com/news/genasys-inc-national-emergency-warning-070010380.html,GNSS,0.429,0.472,0.099,-0.7717
52,2020-06-03 08:30:00,Genasys Inc. Announces $4.3 Million U.S. Navy IDIQ Contract,https://finance.yahoo.com/news/genasys-inc-announces-4-3-123010364.html,GNSS,0.0,1.0,0.0,0.0
53,2020-05-27 08:30:00,Genasys Inc. Now an Official IPAWS-OPEN Software Service Provider,https://finance.yahoo.com/news/genasys-inc-now-official-ipaws-123010549.html,GNSS,0.0,1.0,0.0,0.0
54,2020-05-13 08:30:00,Genasys Inc. Receives $12.6 Million U.S. Army Follow-on Order,https://finance.yahoo.com/news/genasys-inc-receives-12-6-123010265.html,GNSS,0.0,1.0,0.0,0.0
55,2020-05-12 08:30:00,Genasys Inc. Announces $1.4 Million in Orders for U.S. Military and Government Agencies,https://finance.yahoo.com/news/genasys-inc-announces-1-4-123010270.html,GNSS,0.0,1.0,0.0,0.0
56,2020-05-11 16:05:00,Genasys Inc. Reports Fiscal Second Quarter 2020 Financial Results,https://finance.yahoo.com/news/genasys-inc-reports-fiscal-second-200510285.html,GNSS,0.0,1.0,0.0,0.0
57,2020-05-11 08:30:00,Genasys Inc. Donates Personal Safety Service Module to Help Unify The Salvation Army Western Territorys COVID-19 Response,https://finance.yahoo.com/news/genasys-inc-donates-personal-safety-123010964.html,GNSS,0.0,0.732,0.268,0.6705
58,2020-05-07 08:30:00,Genasys Inc. to Participate in Oppenheimer Emerging Growth Conference,https://finance.yahoo.com/news/genasys-inc-participate-oppenheimer-emerging-123010750.html,GNSS,0.0,0.755,0.245,0.3818
59,2020-04-22 08:30:00,"Genasys Inc. Schedules Fiscal Second Quarter 2020 Financial Results Conference Call for Monday, May 11, 2020, 4:30 p.m. ET",https://finance.yahoo.com/news/genasys-inc-schedules-fiscal-second-123010886.html,GNSS,0.0,1.0,0.0,0.0
60,2020-04-09 08:30:00,Genasys Inc. Announces $1.5 Million in International Naval and Port Security Orders,https://finance.yahoo.com/news/genasys-inc-announces-1-5-123010378.html,GNSS,0.0,0.821,0.179,0.34
61,2020-04-02 08:30:00,Genasys Inc. Issues Overview of Companys Unified Public Safety Platform for Government and Emergency Management Agencies,https://finance.yahoo.com/news/genasys-inc-issues-overview-company-123010617.html,GNSS,0.124,0.619,0.257,0.4215
62,2020-03-31 08:30:00,Genasys Inc. Launches Personal Safety Service Unified Emergency Notification System,https://finance.yahoo.com/news/genasys-inc-launches-personal-safety-123010491.html,GNSS,0.173,0.467,0.36,0.4215
63,2020-03-26 08:30:00,Genasys Inc. Receives $1.2 Million in Defense and Mass Notification Orders,https://finance.yahoo.com/news/genasys-inc-receives-1-2-123010004.html,GNSS,0.0,0.87,0.13,0.128
64,2020-03-24 08:30:00,Genasys Inc. LRAD® Systems Being Deployed by Homeland Security and Public Safety Agencies  in COVID-19 Responses,https://finance.yahoo.com/news/genasys-inc-lrad-systems-being-123010554.html,GNSS,0.0,0.729,0.271,0.6369
65,2020-03-19 08:30:00,Genasys Inc. Releases COVID-19 Interactive Map Layer Service,https://finance.yahoo.com/news/genasys-inc-releases-covid-19-123010011.html,GNSS,0.0,1.0,0.0,0.0
66,2020-02-27 08:30:00,Genasys Inc. Receives $1.8 Million in International Homeland Security and Critical Infrastructure Protection Orders,https://finance.yahoo.com/news/genasys-inc-receives-1-8-133010554.html,GNSS,0.138,0.719,0.144,0.0258
67,2020-02-26 08:30:00,Genasys Inc. to Participate in Stephens West Coast 1-on-1 Conference,https://finance.yahoo.com/news/genasys-inc-participate-stephens-west-133010214.html,GNSS,0.0,1.0,0.0,0.0
68,2020-02-19 03:05:00,"Genasys, Inc. Well-Positioned to Support Member Nations to Fulfill EU Public Warning System Directive",https://finance.yahoo.com/news/genasys-inc-well-positioned-support-080510401.html,GNSS,0.126,0.579,0.295,0.4939
69,2020-02-10 16:05:00,Genasys Inc. Reports Fiscal First Quarter 2020 Financial Results,https://finance.yahoo.com/news/genasys-inc-reports-fiscal-first-210510390.html,GNSS,0.0,1.0,0.0,0.0
70,2020-01-21 08:30:00,"Genasys Inc. Schedules Fiscal First Quarter 2020 Financial Results Conference Call for Monday, February 10, 2020, 4:30 p.m. ET",https://finance.yahoo.com/news/genasys-inc-schedules-fiscal-first-133010654.html,GNSS,0.0,1.0,0.0,0.0
71,2019-12-09 16:20:00,Genasys Inc. Reports Fiscal Year 2019 Financial Results,https://finance.yahoo.com/news/genasys-inc-reports-fiscal-2019-212035707.html,GNSS,0.0,1.0,0.0,0.0
72,2019-11-21 08:30:00,"Genasys Inc. Schedules Fiscal Year 2019 Financial Results Conference Call for Monday, December 9, 2019, 4:30 p.m. ET",https://finance.yahoo.com/news/genasys-inc-schedules-fiscal-2019-133000854.html,GNSS,0.0,1.0,0.0,0.0
73,2019-11-20 09:00:00,"Genasys, Inc. to Present at LD Micro 12th Annual Main Event Conference",https://finance.yahoo.com/news/genasys-inc-present-ld-micro-140000118.html,GNSS,0.0,1.0,0.0,0.0
74,2019-11-07 06:00:00,"Genasys Appoints AtHoc Co-Founder, Ly Tran, as Strategic Advisor to the Company",https://finance.yahoo.com/news/genasys-appoints-athoc-co-founder-110000886.html,GNSS,0.0,0.753,0.247,0.5574
75,2019-11-05 06:00:00,"Genasys Awarded $1.4 Million in New Public Safety Mass Notification Orders from Laguna Beach and Newport Beach, CA",https://finance.yahoo.com/news/genasys-awarded-1-4-million-110000691.html,GNSS,0.0,0.744,0.256,0.6705
76,2019-10-29 09:00:00,Genasys Inc. Calls on California Legislature and Governor to Fund Public Safety Technology to Alleviate Dangerous Gaps in Emergency Warning Notification Coverage,https://finance.yahoo.com/news/genasys-inc-calls-california-legislature-130005547.html,GNSS,0.28,0.623,0.097,-0.6486
77,2021-03-31 07:05:00,Are Institutions Heavily Invested In NVE Corporation's (NASDAQ:NVEC) Shares?,https://finance.yahoo.com/news/institutions-heavily-invested-nve-corporations-110544169.html,NVEC,0.0,0.784,0.216,0.296
78,2021-02-23 04:12:00,Should We Be Excited About The Trends Of Returns At NVE (NASDAQ:NVEC)?,https://finance.yahoo.com/news/excited-trends-returns-nve-nasdaq-091244130.html,NVEC,0.0,0.821,0.179,0.34
79,2021-01-24 03:09:00,Don't Race Out To Buy NVE Corporation (NASDAQ:NVEC) Just Because It's Going Ex-Dividend,https://finance.yahoo.com/news/dont-race-buy-nve-corporation-080918104.html,NVEC,0.0,1.0,0.0,0.0
80,2021-01-20 16:05:00,NVE Corporation Reports Third Quarter Results and Announces Quarterly Dividend,https://finance.yahoo.com/news/nve-corporation-reports-third-quarter-210500775.html,NVEC,0.0,1.0,0.0,0.0
81,2020-12-25 03:27:00,Why NVE's (NASDAQ:NVEC) CEO Pay Matters,https://finance.yahoo.com/news/why-nves-nasdaq-nvec-ceo-082747175.html,NVEC,0.215,0.615,0.169,-0.0772
82,2020-12-10 21:10:00,Is NVEC A Good Stock To Buy Now?,https://finance.yahoo.com/news/nvec-good-stock-buy-now-021026583.html,NVEC,0.0,0.674,0.326,0.4404
83,2020-11-25 02:48:00,NVE's (NASDAQ:NVEC) Shareholders Are Down 38% On Their Shares,https://finance.yahoo.com/news/nves-nasdaq-nvec-shareholders-down-074853799.html,NVEC,0.0,0.784,0.216,0.296
84,2020-10-26 06:57:00,Dividend Investors: Don't Be Too Quick To Buy NVE Corporation (NASDAQ:NVEC) For Its Upcoming Dividend,https://finance.yahoo.com/news/dividend-investors-dont-too-quick-105700532.html,NVEC,0.0,1.0,0.0,0.0
85,2020-10-23 15:00:00,25 Top-Paying Dividend Stocks That Will Make You Rich,https://finance.yahoo.com/news/10-highest-paying-dividend-stocks-100035310.html,NVEC,0.0,0.69,0.31,0.5574
86,2020-10-21 16:05:00,NVE Corporation Reports Second Quarter Results and Announces Quarterly Dividend,https://finance.yahoo.com/news/nve-corporation-reports-second-quarter-200500782.html,NVEC,0.0,1.0,0.0,0.0
87,2020-10-12 16:05:00,NVE Schedules Conference Call on Second-Quarter Results,https://finance.yahoo.com/news/nve-schedules-conference-call-second-200500753.html,NVEC,0.0,1.0,0.0,0.0
88,2020-10-01 11:31:00,What Kind Of Investors Own Most Of NVE Corporation (NASDAQ:NVEC)?,https://finance.yahoo.com/news/kind-investors-own-most-nve-153119027.html,NVEC,0.0,1.0,0.0,0.0
89,2020-09-04 12:58:00,Our Take On The Returns On Capital At NVE (NASDAQ:NVEC),https://finance.yahoo.com/news/returns-capital-nve-nasdaq-nvec-165830658.html,NVEC,0.0,1.0,0.0,0.0
90,2020-08-05 13:58:00,Does The Market Have A Low Tolerance For NVE Corporation's (NASDAQ:NVEC) Mixed Fundamentals?,https://finance.yahoo.com/news/does-market-low-tolerance-nve-175836896.html,NVEC,0.147,0.699,0.154,0.0258
91,2020-07-22 16:05:00,NVE Corporation Reports First Quarter Results and Announces Quarterly Dividend,https://finance.yahoo.com/news/nve-corporation-reports-first-quarter-200500887.html,NVEC,0.0,1.0,0.0,0.0
92,2020-07-13 16:05:00,NVE Schedules Conference Call on First-Quarter Results,https://finance.yahoo.com/news/nve-schedules-conference-call-first-200500711.html,NVEC,0.0,1.0,0.0,0.0
93,2020-06-25 17:50:00,Hedge Funds Are Dumping NVE Corporation (NVEC),https://finance.yahoo.com/news/hedge-funds-dumping-nve-corporation-215010766.html,NVEC,0.277,0.723,0.0,-0.3182
94,2020-06-11 19:58:00,Edited Transcript of NVEC earnings conference call or presentation 6-May-20 9:00pm GMT,https://finance.yahoo.com/news/edited-transcript-nvec-earnings-conference-235848588.html,NVEC,0.0,1.0,0.0,0.0
95,2020-05-06 16:05:00,NVE Corporation Reports Fourth Quarter and Fiscal Year Results and Announces Quarterly Dividend,https://finance.yahoo.com/news/nve-corporation-reports-fourth-quarter-200510214.html,NVEC,0.0,1.0,0.0,0.0
96,2020-05-06 08:37:00,Did Changing Sentiment Drive NVE's (NASDAQ:NVEC) Share Price Down By 37%?,https://finance.yahoo.com/news/did-changing-sentiment-drive-nves-123707763.html,NVEC,0.0,0.82,0.18,0.296
97,2020-04-27 16:05:00,NVE Schedules Conference Call on Fourth-Quarter and Fiscal Year Results,https://finance.yahoo.com/news/nve-schedules-conference-call-fourth-200510061.html,NVEC,0.0,1.0,0.0,0.0
98,2020-04-13 12:14:00,Calculating The Fair Value Of NVE Corporation (NASDAQ:NVEC),https://finance.yahoo.com/news/calculating-fair-value-nve-corporation-161421788.html,NVEC,0.0,0.561,0.439,0.5719
99,2020-03-17 08:33:00,What Is NVE's (NASDAQ:NVEC) P/E Ratio After Its Share Price Tanked?,https://finance.yahoo.com/news/nves-nasdaq-nvec-p-e-123321514.html,NVEC,0.0,0.82,0.18,0.296
100,2020-03-09 15:09:00,Something To Consider Before Buying NVE Corporation (NASDAQ:NVEC) For The 6.5% Dividend,https://finance.yahoo.com/news/something-consider-buying-nve-corporation-190935964.html,NVEC,0.0,1.0,0.0,0.0
101,2020-02-11 09:09:00,Is NVE Corporation's (NASDAQ:NVEC) P/E Ratio Really That Good?,https://finance.yahoo.com/news/nve-corporations-nasdaq-nvec-p-140939123.html,NVEC,0.0,0.716,0.284,0.4902
102,2020-01-23 21:36:00,Edited Transcript of NVEC earnings conference call or presentation 22-Jan-20 10:00pm GMT,https://finance.yahoo.com/news/edited-transcript-nvec-earnings-conference-081342670.html,NVEC,0.0,1.0,0.0,0.0
103,2020-01-22 16:05:00,NVE Corporation Reports Third Quarter Results and Announces Quarterly Dividend,https://finance.yahoo.com/news/nve-corporation-reports-third-quarter-210510502.html,NVEC,0.0,1.0,0.0,0.0
104,2020-01-14 09:54:00,Does Market Volatility Impact NVE Corporation's (NASDAQ:NVEC) Share Price?,https://finance.yahoo.com/news/does-market-volatility-impact-nve-145401491.html,NVEC,0.0,0.784,0.216,0.296
105,2020-01-13 16:05:00,NVE Corporation Schedules Conference Call on Third-Quarter Results,https://finance.yahoo.com/news/nve-corporation-schedules-conference-call-210510668.html,NVEC,0.0,1.0,0.0,0.0
106,2019-12-16 09:15:00,NVE Corporation (NASDAQ:NVEC) Is Employing Capital Very Effectively,https://finance.yahoo.com/news/nve-corporation-nasdaq-nvec-employing-141519310.html,NVEC,0.0,0.687,0.313,0.4927
107,2019-12-14 19:48:00,Hedge Funds Have Never Been This Bullish On NVE Corporation (NVEC),https://finance.yahoo.com/news/hedge-funds-never-bullish-nve-004805350.html,NVEC,0.0,1.0,0.0,0.0
108,2019-11-19 08:26:00,Should You Worry About NVE Corporation's (NASDAQ:NVEC) CEO Salary Level?,https://finance.yahoo.com/news/worry-nve-corporations-nasdaq-nvec-132626365.html,NVEC,0.244,0.756,0.0,-0.4404
109,2019-11-07 18:08:00,Hedge Funds Have Never Been More Bullish On NVE Corporation (NVEC),https://finance.yahoo.com/news/hedge-funds-never-more-bullish-230836890.html,NVEC,0.0,1.0,0.0,0.0
110,2019-10-30 16:40:00,Edited Transcript of NVEC earnings conference call or presentation 23-Oct-19 9:00pm GMT,https://finance.yahoo.com/news/edited-transcript-nvec-earnings-conference-220039261.html,NVEC,0.0,1.0,0.0,0.0
111,2019-10-27 08:06:00,We Wouldn't Be Too Quick To Buy NVE Corporation (NASDAQ:NVEC) Before It Goes Ex-Dividend,https://finance.yahoo.com/news/wouldnt-too-quick-buy-nve-120630968.html,NVEC,0.0,1.0,0.0,0.0
112,2019-10-23 16:05:00,NVE Corporation Reports Second Quarter Results and Announces Quarterly Dividend,https://finance.yahoo.com/news/nve-corporation-reports-second-quarter-200505506.html,NVEC,0.0,1.0,0.0,0.0
113,2019-10-14 16:05:00,NVE Schedules Conference Call on Second-Quarter Results,https://finance.yahoo.com/news/nve-schedules-conference-call-second-200500685.html,NVEC,0.0,1.0,0.0,0.0
114,2019-10-08 11:53:00,Do Directors Own NVE Corporation (NASDAQ:NVEC) Shares?,https://finance.yahoo.com/news/directors-own-nve-corporation-nasdaq-155305165.html,NVEC,0.0,0.732,0.268,0.296
115,2019-09-17 07:55:00,"If You Had Bought NVE (NASDAQ:NVEC) Stock A Year Ago, You'd Be Sitting On A 36% Loss, Today",https://finance.yahoo.com/news/had-bought-nve-nasdaq-nvec-115518740.html,NVEC,0.133,0.867,0.0,-0.3182
116,2019-08-28 06:15:00,Does NVE Corporation (NASDAQ:NVEC) Have A Place In Your Dividend Stock Portfolio?,https://finance.yahoo.com/news/does-nve-corporation-nasdaq-nvec-101501956.html,NVEC,0.0,1.0,0.0,0.0
117,2019-08-08 06:39:00,Here's How P/E Ratios Can Help Us Understand NVE Corporation (NASDAQ:NVEC),https://finance.yahoo.com/news/heres-p-e-ratios-help-103931504.html,NVEC,0.0,0.787,0.213,0.4019
118,2019-07-25 18:25:00,Edited Transcript of NVEC earnings conference call or presentation 17-Jul-19 9:00pm GMT,https://finance.yahoo.com/news/edited-transcript-nvec-earnings-conference-024205613.html,NVEC,0.0,1.0,0.0,0.0
119,2019-07-18 02:23:00,NVE (NVEC) Q1 2020 Earnings Call Transcript,https://finance.yahoo.com/news/nve-nvec-q1-2020-earnings-062338199.html,NVEC,0.0,1.0,0.0,0.0
120,2019-07-17 16:05:00,NVE Corporation Reports First Quarter Results and Announces Quarterly Dividend,https://finance.yahoo.com/news/nve-corporation-reports-first-quarter-200500436.html,NVEC,0.0,1.0,0.0,0.0
121,2019-07-08 16:05:00,NVE Corporation Schedules Conference Call on First-Quarter Results,https://finance.yahoo.com/news/nve-corporation-schedules-conference-call-200500429.html,NVEC,0.0,1.0,0.0,0.0
122,2019-07-03 05:59:00,Is NVE Corporation (NASDAQ:NVEC) A High Quality Stock To Own?,https://finance.yahoo.com/news/nve-corporation-nasdaq-nvec-high-095906334.html,NVEC,0.0,1.0,0.0,0.0
123,2019-06-17 09:04:00,I Built A List Of Growing Companies And NVE (NASDAQ:NVEC) Made The Cut,https://finance.yahoo.com/news/built-list-growing-companies-nve-130431362.html,NVEC,0.164,0.703,0.133,-0.1027
124,2019-05-08 10:03:00,NVE Corporation (NASDAQ:NVEC): Ex-Dividend Is In 1 Days,https://finance.yahoo.com/news/nve-corporation-nasdaq-nvec-ex-140355535.html,NVEC,0.0,1.0,0.0,0.0
125,2019-05-07 03:11:00,Edited Transcript of NVEC earnings conference call or presentation 1-May-19 9:00pm GMT,https://finance.yahoo.com/news/edited-transcript-nvec-earnings-conference-125418936.html,NVEC,0.0,1.0,0.0,0.0
